index, name, type, hide
7/5, Pyramids, image/svg+xml, false
7/6, Waves, image/svg+xml, false
7/7, Soundwave, image/svg+xml, false
7/8, Mountains, image/svg+xml, false
7/9, Wind, image/svg+xml, false
7/10, Bubbles, image/svg+xml, false
7/11, Blocks, image/svg+xml, false
7/12, Snow, image/svg+xml, false
7/13, Pine Trees, image/svg+xml, false
7/14, Gradient, image/svg+xml, false
7/15, Shapes, image/svg+xml, false
7/16, Garland, image/svg+xml, false
7/17, Triangles, image/svg+xml, false
7/18, Grass, image/svg+xml, false
7/19, Confetti, image/svg+xml, false
7/20, Palm Trees, image/svg+xml, false
7/21, Star, image/svg+xml, false
7/22, Rain, image/svg+xml, false
7/23, Bricks, image/svg+xml, false
7/24, Clouds, image/svg+xml, false
7/25, Clear, image/svg+xml, false
8/0, Gold, image/svg+xml, false
8/1, Rainbow, image/svg+xml, false
8/2, Swoosh, image/svg+xml, false
8/3, Wave, image/svg+xml, false
8/4, Spin, image/svg+xml, false
8/5, Afterglow, image/svg+xml, false
8/6, Angles, image/svg+xml, false
8/7, Multicolor, image/svg+xml, false
8/8, Aqua, image/svg+xml, false
8/9, Evening, image/svg+xml, false
8/10, Afternoon, image/svg+xml, false
8/11, Twilight, image/svg+xml, false
8/12, Sunrise, image/svg+xml, false
8/13, Green, image/svg+xml, false
8/14, Dusk, image/svg+xml, false
8/15, Pink, image/svg+xml, false
8/16, Midday, image/svg+xml, false
8/17, Dawn, image/svg+xml, false
8/18, Sunset, image/svg+xml, false
8/19, Morning, image/svg+xml, false
8/20, Yellow, image/svg+xml, false
8/21, Blue, image/svg+xml, false
