index, name, type, hide
3/23, pokerface, image/png, false
3/24, hehe, image/png, false
4/0, Gold, image/png, false
4/1, Space, image/png, false
4/2, Rainbow, image/png, false
4/3, White, image/png, false
4/4, Black, image/png, false
4/5, Purple, image/png, false
4/6, Pink, image/png, false
4/7, Red, image/png, false
4/8, Yellow, image/png, false
4/9, Blue, image/png, false
4/10, LightBlue, image/png, false
4/11, Green, image/png, false
5/0, flower, image/png, false
5/1, rare, image/png, false
5/2, Yellow, image/png, false
5/3, Green, image/png, false
5/4, Orange, image/png, false
5/5, Pink, image/png, false
5/6, Teel, image/png, false
5/7, Black, image/png, false
