index, name, type, hide
8/20, Dandy, image/png, false
8/21, Camo Military, image/png, false
8/22, Gray Hoodie, image/png, false
8/23, Red Robe, image/png, false
8/24, Blue Kimono, image/png, false
8/25, Green Hoodie, image/png, false
8/26, Red Hoodie, image/png, false
8/27, Blue Hoodie, image/png, false
8/28, Orange Hoodie, image/png, false
8/29, Yellow Hoodie, image/png, false
8/30, Doctor, image/png, false
8/31, Silver Suit, image/png, false
8/32, Pimp Suit, image/png, false
8/33, Energy Suit, image/png, false
8/34, Pink Kimono, image/png, false
8/35, Purple Vest, image/png, false
8/36, Qi Pao, image/png, false
8/37, Robocop, image/png, false
8/38, Police, image/png, false
8/39, Adventurer, image/png, false
8/40, Carrot Suit, image/png, false
8/41, Bikers Jacket, image/png, false
8/42, White Robe, image/png, false
8/43, Dune, image/png, false
8/44, Pink Jacket, image/png, false
8/45, Red Jersey, image/png, false
8/46, Blue Jersey, image/png, false
8/47, Cave, image/png, false
8/48, Hazmat Suit, image/png, false
8/49, Clear Bowtie Black, image/png, false
8/50, Clear Bowtie Red, image/png, false
8/51, Kindergartener, image/png, false
8/52, Prince, image/png, false
8/53, None (Pixelated), image/png, true
8/54, Bikini Blue, image/png, false
8/55, Bikini Green, image/png, false
8/56, Bikini Pink, image/png, false
8/57, Bikini Red, image/png, false
8/58, Caped Crusader, image/png, false
8/59, Orange Tracksuit, image/png, false
8/60, Super Bon, image/png, false
8/61, Bomberman, image/png, false
8/62, Guardian, image/png, false
8/63, Black Bowtie, image/png, false
8/64, Red Bowtie, image/png, false
8/65, Gold Chains (pixelated), image/png, false
8/66, Cave, image/png, false
8/67, None (Gray Onesie), image/png, true
8/68, None (Glitch), image/png, true
8/69, None (Bunny Suit), image/png, true
8/70, None (Rainbow Gold), image/png, true
8/71, Orange Tracksuit, image/png, false
9/0, Black Belt, image/png, false
9/1, Brown Belt, image/png, false
9/2, Green Belt, image/png, false
9/3, Purple Belt, image/png, false
9/4, None, image/png, true
9/5, None (Glitch), image/png, true
9/6, None (Onesie), image/png, true
9/7, None (Pixelated), image/png, true
9/8, None (Bunny Suit), image/png, true
9/9, None (Rainbow Gold), image/png, true
9/10, None (naked), image/png, true
9/11, None (Ninja), image/png, true
10/0, None, image/png, false
10/1, Black Pants, image/png, false
10/2, Brown Pants, image/png, false
10/3, Blue Pants, image/png, false
10/4, Blue Stylish, image/png, false
10/5, Green Stylish, image/png, false
10/6, Purple Skirt, image/png, false
10/7, Green Skirt, image/png, false
10/8, Blue Skirt, image/png, false
10/9, Pink Skirt, image/png, false
10/10, Pixelated, image/png, false
10/11, None (Onesie), image/png, true
10/12, None (Glitch), image/png, true
10/13, None (Bunny Suit), image/png, true
10/14, None  (Rainbow Gold), image/png, true
10/15, None (naked), image/png, true
10/16, None (Ninja), image/png, true
11/0, Zombie, image/png, false
11/1, White, image/png, false
11/2, Gray, image/png, false
11/3, Brown, image/png, false
11/4, Tan, image/png, false
11/5, White, image/png, false
11/6, Gray, image/png, false
11/7, Tan, image/png, false
11/8, Brown, image/png, false
11/9, Pink, image/png, false
11/10, Demon, image/png, false
11/11, Robo, image/png, false
11/12, Robo, image/png, false
11/13, Robo, image/png, false
11/14, Golden, image/png, false
11/15, Holo, image/png, false
11/16, Robo, image/png, false
11/17, Demon, image/png, false
11/18, Glitch, image/png, false
11/19, Golden, image/png, false
11/20, Blink, image/png, false
11/21, Anomaly, image/png, false
11/22, Imposter, image/png, false
11/23, Ninja, image/png, false
11/24, Super BON, image/png, false
12/0, Sky, image/png, false
12/1, Pink, image/png, false
12/2, Purple, image/png, false
12/3, Orange, image/png, false
12/4, Mint, image/png, false
12/5, Rose, image/png, false
12/6, Clouds, image/png, false
12/7, Blueberry, image/png, false
12/8, Peach, image/png, false
12/9, Grape, image/png, false
12/10, Strawberry, image/png, false
12/11, Maroon, image/png, false
12/12, Red Checkers, image/png, false
12/13, Space, image/png, false
12/14, Glitch Red, image/png, false
12/15, Maroon, image/png, false
